Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Image Src,Image Alt Text,Status
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,Pink,MKZ-755151-755151002,0,,,continue,manual,4163,TRUE,,,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-2.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-3.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-4.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-5.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-6.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-7.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755151-product-8.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-8.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,"<p>The S-2503 Professional Curling Wand is designed for easy and effective hair styling. The slim curling barrel helps create attractive curls and waves, while the ergonomic textured handle provides a comfortable grip during styling. It features a high-heat design with a maximum temperature marking of 980°F on the packaging.  Perfect for creating:  Beautiful curls Soft waves Defined hairstyles Salon-</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Nozzle: 1 x Nozzle</li><li>Color: Black, Golden</li><li>Heat Settings: High Heat</li><li>Speed Settings: High Speed</li><li>Product Feature: Lightweight And Portable</li><li>Power Source: Corded Electric</li><li>Package Includes: 1 x Curling Iron Rod</li><li>Voltage: 220 Volts</li><li>Watts: 50 Watt</li><li>Width: 9 Cm</li><li>Length: 30 Cm</li><li>Weight: 500 Gram</li><li>Pack Of 1</li><li>? High Heat Performance – Up to 980°F marking</li><li>? Professional Curling Wand Design</li><li>? Creates curls &amp; stylish waves</li><li>? Comfortable textured handle</li><li>? Suitable for home &amp; salon use</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling/755150?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Curling Iron Rod,"Cosmetics, Curlers & Straighteners",FALSE,Color,Black,MKZ-755150-755150001,0,,,continue,manual,5122,TRUE,https://www.markaz.app/api/export/image/2361-404-755150-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-1.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,draft
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,Golden,MKZ-755150-755150002,0,,,continue,manual,5122,TRUE,,,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755150-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-2.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755150-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-3.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755150-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-4.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755150-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-5.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755150-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-6.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,
professional-hair-curling-wand-s-2503-980-f-high-heat-hair-curler-for-salon-home-styling-mkz-755150,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755150-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755150-product-7.webp,Professional Hair Curling Wand S-2503 – 980°F High Heat Hair Curler for Salon & Home Styling,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,"<p>The R-999 Professional Hair Curler is an ideal styling tool for creating attractive curls and waves with ease. Its long curling barrel helps style different sections of hair, while the built-in clamp helps hold hair securely during curling. The ergonomic handle provides a comfortable grip, making it easier to control the curler while styling. Whether you want soft waves, defined curls, or a glamor</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Nozzle: 1 x Nozzle</li><li>Color: Green, Black</li><li>Heat Settings: High Heat</li><li>Speed Settings: High Speed</li><li>Product Feature: Lightweight And Portable</li><li>Power Source: Corded Electric</li><li>Package Includes: 1 x Curling Iron Rod</li><li>Voltage: 220 Volts</li><li>Watts: 45 Watt</li><li>Width: 4 Cm</li><li>Length: 18 Cm</li><li>Weight: 500 Gram</li><li>Pack Of 1</li><li>Professional-style curling &amp; wave creation</li><li>Creates beautiful curls and elegant waves</li><li>Fast &amp; convenient hair styling</li><li>Comfortable ergonomic handle</li><li>Built-in hair-holding clamp</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves/755068?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Curling Iron Rod,"Cosmetics, Curlers & Straighteners",FALSE,Color,Green,MKZ-755068-755068001,0,,,continue,manual,4574,TRUE,https://www.markaz.app/api/export/image/2361-404-755068-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-1.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,draft
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,Black,MKZ-755068-755068002,0,,,continue,manual,4574,TRUE,,,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755068-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-2.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755068-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-3.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755068-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-4.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755068-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-5.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755068-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-6.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,
professional-hair-curler-r-999-proluxe-styling-curling-iron-for-beautiful-salon-style-curls-waves-mkz-755068,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-755068-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755068-product-7.webp,Professional Hair Curler R-999 - ProLuxe Styling Curling Iron for Beautiful Salon-Style Curls & Waves,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,"<p>Experience effortless beauty care with the Kemei KM-3068 Hair Removal System. Equipped with three interchangeable functions, this device effectively removes unwanted hair from legs, arms, underarms, and other body areas while helping keep your skin soft and smooth. Its ergonomic design provides a comfortable grip, and the rechargeable battery allows cordless operation for maximum convenience. Perf</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Color: Pink, White, Brown</li><li>Product Feature: Safe and effective for all skin types, including sensitive skin.</li><li>Package Includes: 1 x Hair Epilator</li><li>Battery Capacity: 1200 mAh</li><li>Standby Time: 6 Hours</li><li>Voltage: 220 Volts</li><li>Watts: 3 Watt</li><li>Weight: 350 Gram</li><li>Pack Of 1</li><li>? 3-in-1 Multifunction Design</li><li>? Epilator, Shaver &amp; Callus Remover</li><li>? Rechargeable &amp; Cordless Use</li><li>? Long-Lasting Smooth Skin</li><li>? Gentle on Sensitive Skin</li><li>? Compact &amp; Lightweight Design</li><li>? Easy to Clean &amp; Maintain</li><li>? Ideal for Home &amp; Travel Use</li><li>Note: Before using any new cosmetic product, perform a patch test on a small skin area. Verify ingredients for allergies and follow package warnings and directions.</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women/756751?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Epilator,"Cosmetics, Hair Removal",FALSE,Color,Pink,MKZ-756751-756751001,0,,,continue,manual,5533,TRUE,https://www.markaz.app/api/export/image/2361-282-756751-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-1.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,draft
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,White,MKZ-756751-756751002,0,,,continue,manual,5533,TRUE,,,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,Brown,MKZ-756751-756751003,0,,,continue,manual,5533,TRUE,,,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756751-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-2.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756751-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-3.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756751-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-4.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756751-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-5.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756751-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-6.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,
kemei-km-3068-3-in-1-rechargeable-epilator-hair-removal-system-for-women-mkz-756751,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756751-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756751-product-7.webp,Kemei KM-3068 3-in-1 Rechargeable Epilator & Hair Removal System for Women,
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,"<p>Enjoy effortless hair removal and skin care with this versatile 5-in-1 Beauty Tool Kit. Featuring multiple attachment heads, this device helps remove unwanted hair from legs, arms, underarms, and sensitive areas while providing gentle skin care. The rechargeable battery offers cordless convenience, and the IPX4 waterproof body allows easy cleaning after use. Perfect for women looking for a compact</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Color: White</li><li>Product Feature: Safe and effective for all skin types, including sensitive skin.</li><li>Package Includes: 1 x Hair Epilator</li><li>Battery Capacity: 600 mAh</li><li>Standby Time: 4 Hours</li><li>Voltage: 3.7 Volts</li><li>Watts: 3 Watt</li><li>Weight: 250 Gram</li><li>Pack Of 1</li><li>5-in-1 multifunction beauty care system</li><li>Rechargeable cordless operation</li><li>IPX4 waterproof design</li><li>Multiple interchangeable heads</li><li>Gentle and effective hair removal</li><li>Ergonomic and lightweight design</li><li>Easy to clean and maintain</li><li>Suitable for home and travel use</li><li>Smooth and comfortable skin care</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women/756771?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Epilator,"Cosmetics, Hair Removal",FALSE,Color,White,MKZ-756771-756771001,0,,,continue,manual,6903,TRUE,https://www.markaz.app/api/export/image/2361-282-756771-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-1.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,draft
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756771-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-2.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756771-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-3.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756771-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-4.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756771-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-5.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756771-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-6.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,
kemei-km-2199-5-in-1-rechargeable-waterproof-beauty-epilator-hair-removal-kit-for-women-mkz-756771,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-282-756771-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-282-756771-product-7.webp,KEMEI KM-2199 5-in-1 Rechargeable Waterproof Beauty Epilator & Hair Removal Kit for Women,
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable","<p>The VGR V-123 Professional Hair Clipper is an excellent choice for professional and personal grooming. Its durable construction, sharp blades and powerful motor are designed to deliver reliable performance for haircuts, trimming and styling.  The built-in taper lever allows easy adjustment for precision cutting, while the 2-meter power cable provides comfortable freedom of movement during use. Whe</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 1</li><li>Gender: Men's</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Hair Trimmer</li><li>Voltage: 220 Volts</li><li>Watts: 80 Watt</li><li>Pack Of 1</li><li>Professional VGR V-123 Design – Stylish and premium-looking hair clipper, suitable for both professional barbers and home grooming.</li><li>Powerful DC Motor – High-performance motor provides strong and consistent power for smooth cutting without frequent stopping.</li><li>Professional Stainless-Steel Blades – Sharp and durable blades deliver clean, precise cuts while maintaining reliable performance over time.</li><li>Note: Before using any new cosmetic product, perform a patch test on a small skin area. Verify ingredients for allergies and follow package warnings and directions.</li><li>Product Code: MZ2361200111ADES</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable/757902?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Trimmer,"Cosmetics, Shavers & Trimmers",FALSE,Color,Black,MKZ-757902-757902001,0,,,continue,manual,8684,TRUE,https://www.markaz.app/api/export/image/2361-49-757902-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-1.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",draft
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,Green,MKZ-757902-757902002,0,,,continue,manual,8684,TRUE,,,
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-2.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-3.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-4.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-5.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-6.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-7.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
vgr-v-123-professional-hair-clipper-for-men-powerful-dc-motor-stainless-steel-blades-taper-lever-2m-power-cable-mkz-757902,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-757902-product-8.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-757902-product-8.webp,"VGR V-123 Professional Hair Clipper for Men – Powerful DC Motor, Stainless Steel Blades, Taper Lever & 2M Power Cable",
